track_id,spotify_id,name,artist,valence,energy,emotion_vector
TRIWYMW128F145E0F9,07ygRsnqBqNFfdpmH3BeOV,All These Things That I've Done,The Killers,0.22054380664652568,0.751,"[0.22054380664652568, 0.751]"
TRAOMFT128F42A7684,04pRvt8HcPmmP6EeZoYMxa,Losing My Religion,R.E.M.,0.6334340382678751,0.736,"[0.6334340382678751, 0.736]"
TRFOPON12903CDF30E,01dw6mDc9xJMoEPasHaV7Y,Paranoid,Black Sabbath,0.4954682779456193,0.772,"[0.4954682779456193, 0.772]"
TRXENSY128F4286505,0bAng0CKxaDaXiLDNca9cc,Time Is Running Out,Muse,0.446122860020141,0.854,"[0.446122860020141, 0.854]"
TRSXCET128F92EB269,005lwxGU1tms6HGELIcUv9,I Kissed a Girl,Katy Perry,0.7009063444108761,0.76,"[0.7009063444108761, 0.76]"
TRNNGMK128F423F034,0DJU6KGwdkxEPCy3BZ3UZY,Where Is My Mind?,Pixies,0.2134944612286002,0.435,"[0.2134944612286002, 0.435]"
TRAALAH128E078234A,0jLnevC3Vn34qVWrAa4X6x,Bitter Sweet Symphony,The Verve,0.5176233635448138,0.907,"[0.5176233635448138, 0.907]"
TRQFICK128F92F5190,0snQkGI5qnAmohLE7jTsTn,Toxicity,System of a Down,0.4833836858006042,0.873,"[0.4833836858006042, 0.873]"
TRVRWFY128F4286EF9,2WtF8X3W7iHPF2KaJGUCuO,Basket Case,Green Day,0.7865055387713998,0.943,"[0.7865055387713998, 0.943]"
TRADPIA128E078EE1B,0FMu3Z1yvTJKLWgxG6ZLS5,Heart-Shaped Box,Nirvana,0.46223564954682783,0.842,"[0.46223564954682783, 0.842]"
TRFKBXC128F4243FFD,1f2V8U1BiWaC9aJWmpOARe,By the Way,Red Hot Chili Peppers,0.19939577039274925,0.97,"[0.19939577039274925, 0.97]"
TRCYMBL128F4289BC1,05LxlxqXeHh8Chl0ro8KHQ,I Will Follow You Into The Dark,Death Cab for Cutie,0.4924471299093655,0.206,"[0.4924471299093655, 0.206]"
TRIMWJA128F9309A68,03xdrZszrWGIMqyxByAiH5,Smile Like You Mean It,The Killers,0.3816717019133938,0.981,"[0.3816717019133938, 0.981]"
TRRISDV128F42A72DA,01gGZKbc2EXSZCrk3g9nHJ,Hysteria,Muse,0.44410876132930516,0.914,"[0.44410876132930516, 0.914]"
TRSFPEE128F429B0EE,2qdRHMosT8YO3zfEJQXHsW,In Bloom,Nirvana,0.5991943605236656,0.744,"[0.5991943605236656, 0.744]"
TRXDGZZ128F92F9696,01Y6Ruj8IP2zvXfXjvlcTs,Love Will Tear Us Apart,Joy Division,0.606243705941591,0.87,"[0.606243705941591, 0.87]"
TRRSZKD128F933D41E,0A9NRug5YgRpwKBbcaovYH,Don't Stop Believin',Journey,0.4793554884189325,0.779,"[0.4793554884189325, 0.779]"
TRFNNSW12903CDCD85,13hsNLxj4Q6E8b5Yg1IquK,Someday,The Strokes,0.6827794561933536,0.52,"[0.6827794561933536, 0.52]"
TRCYFSS128F934406C,0MbCcvzLYu3xq6OgEkSbhC,Don't Panic,Coldplay,0.43001007049345413,0.6,"[0.43001007049345413, 0.6]"
TREFXDG128F421F525,1hwJKpe0BPUsq6UUrwBWTw,Boulevard of Broken Dreams,Green Day,0.5095669687814703,0.679,"[0.5095669687814703, 0.679]"
TRAIOMW12903CB235C,08mG3Y1vljYA6bvDt4Wqkj,Back in Black,AC/DC,0.7683786505538771,0.7,"[0.7683786505538771, 0.7]"
TRPFYYL128F92F7144,1Urf1M52P3R6NYdAOJizoW,Float On,Modest Mouse,0.5629405840886204,0.893,"[0.5629405840886204, 0.893]"
TRAAZQM128F93042E6,00zmBA9YVd5z3ptHFIMGlL,Bring Me to Life,Evanescence,0.2980866062437059,0.93,"[0.2980866062437059, 0.93]"
TRLPNCR128F4262D8E,3ZOEytgrvLwQaqXreDs2Jx,Can't Stop,Red Hot Chili Peppers,0.8811681772406847,0.938,"[0.8811681772406847, 0.938]"
TRXZXTP12903CB667B,03YDy08NY89fQZzhobPz0x,She Will Be Loved,Maroon 5,0.5236656596173213,0.704,"[0.5236656596173213, 0.704]"
TRFROHP128F9309571,0nLiqZ6A27jJri2VCalIUs,Nothing Else Matters,Metallica,0.15911379657603222,0.362,"[0.15911379657603222, 0.362]"
TRDOMPC128F4236A4D,0LobJmDKU8e8oOJVwIOl55,Paradise City,Guns N' Roses,0.47432024169184284,0.977,"[0.47432024169184284, 0.977]"
TRUGANP12903CB2C46,0itk18Y362KvHpXVwcF6yG,Naïve,The Kooks,0.7210473313192346,0.791,"[0.7210473313192346, 0.791]"
TRFNTRW128F422C28C,09LoXTH3aa72YWMMYkPtKT,Trouble,Coldplay,0.18529707955689828,0.511,"[0.18529707955689828, 0.511]"
TRFWGOJ128E0780C8B,0M1MFIuPCxRitJ4lF7q3tx,In My Place,Coldplay,0.21953675730110775,0.566,"[0.21953675730110775, 0.566]"
TRRSJTI128F423D1C1,063ZwzDTRdyhMa4mKqpfnv,No One Knows,Queens of the Stone Age,0.7210473313192346,0.516,"[0.7210473313192346, 0.516]"
TRHMVGF128E078ED9B,11Tm0hw3DDF1gqU0kSEwiC,Rape Me,Nirvana,0.256797583081571,0.739,"[0.256797583081571, 0.739]"
TRUIVAV128F424A428,0xHch89AN9RlN8Nm4kJzs3,Polly,Nirvana,0.4400805639476334,0.392,"[0.4400805639476334, 0.392]"
TRUFXWT128F147928F,1jHhOrH4kIhjLFvagzvw1s,Hurt,Johnny Cash,0.18529707955689828,0.304,"[0.18529707955689828, 0.304]"
TRCUKNC12903CA03A6,0LNkoLBBuDYHc5OKY2bOvx,High and Dry,Radiohead,0.35448136958710974,0.383,"[0.35448136958710974, 0.383]"
TRCRCBT128F4260DD1,0cs7BfenkAuxTVJv96KMme,Such Great Heights,The Postal Service,0.20040281973816718,0.814,"[0.20040281973816718, 0.814]"
TRSCMBY128F9311188,0gNQKJ5uTPeuxF2iVJAUAc,Mardy Bum,Arctic Monkeys,0.31419939577039274,0.599,"[0.31419939577039274, 0.599]"
TRYFDIV128F42BAF81,045sp2JToyTaaKyXkGejPy,Fake Plastic Trees,Radiohead,0.13494461228600202,0.229,"[0.13494461228600202, 0.229]"
TRCSKKO128EF33DD14,00I3Ty0pd83FWrPufrF03P,Sweet Home Alabama,Lynyrd Skynyrd,0.8610271903323262,0.542,"[0.8610271903323262, 0.542]"
TRYJPIH128F4262602,0mIllpvSLn6pEgBNTkCmKX,This Love,Maroon 5,0.7693856998992951,0.862,"[0.7693856998992951, 0.862]"
TREIGEZ12903CD2F22,0dgwXPvMBoEtA4iljLy0zY,Don't Look Back in Anger,Oasis,0.2175226586102719,0.913,"[0.2175226586102719, 0.913]"
TRAAHSY128F147BB5C,1CAPtD2FgB23xGewa3nqkg,Speed of Sound,Coldplay,0.3575025176233635,0.898,"[0.3575025176233635, 0.898]"
TRQEQMC128F4251B04,1OdO2milIwmQTkIkLZyPo0,Break on Through (to the Other Side),The Doors,0.7945619335347432,0.751,"[0.7945619335347432, 0.751]"
TRJQVPN128F932BE9C,0AG5b5RfnsTUmKWni1WrVT,Here Without You,3 Doors Down,0.20342396777442096,0.541,"[0.20342396777442096, 0.541]"
TRJCDDQ128F429B0E4,00akIMQYqZtMOq20xIOQId,Black Hole Sun,Soundgarden,0.13997985901309165,0.829,"[0.13997985901309165, 0.829]"
TRPSVTL128F936017F,00C4IJWpY3k2cmo7dHuSs1,Sultans of Swing,Dire Straits,0.9274924471299094,0.815,"[0.9274924471299094, 0.815]"
TRDYCXM128F424421F,0ibKC39pfwJSXY6ZNSbmJN,Another One Bites the Dust,Queen,0.7623363544813696,0.526,"[0.7623363544813696, 0.526]"
TRDKODA128F92FAF36,0mWiuXuLAJ3Brin3Or2x6v,Learn to Fly,Foo Fighters,0.5307150050352467,0.931,"[0.5307150050352467, 0.931]"
TRDILER128F425B313,0cb0Ks7AHEG2WojvmxBf1x,Kryptonite,3 Doors Down,0.5327291037260826,0.805,"[0.5327291037260826, 0.805]"
TRXCSBC128E07943A1,07k45oBi6TbbwB2fxCcGl5,Radioactive,Imagine Dragons,0.23363544813695872,0.765,"[0.23363544813695872, 0.765]"
TRIQAMB128F4248D92,0bCdJzPO8jzme0oCAtIZxr,Are You Gonna Be My Girl,Jet,0.5951661631419939,0.927,"[0.5951661631419939, 0.927]"
TRPITSC128F92E27C0,0rWZLMLDOFn7xAtwJrGDuj,Wake Me Up When September Ends,Green Day,0.1470292044310171,0.814,"[0.1470292044310171, 0.814]"
TRXNSKZ128F427F1FB,1zfcJIw2XkBoBSOzLDbiM5,Last Nite,The Strokes,0.8026183282980867,0.899,"[0.8026183282980867, 0.899]"
TRCSOOX128F423EDE7,0Bb6Ew55idKQ8IYTiQNnKy,All Apologies,Nirvana,0.4259818731117824,0.666,"[0.4259818731117824, 0.666]"
TRASRXK128F9311176,1RqqEU82PZFxy9AOntKosx,Fake Tales of San Francisco,Arctic Monkeys,0.7069486404833836,0.772,"[0.7069486404833836, 0.772]"
TRRVVTK128F422BB5D,0ch4H0B6RvfOvpI47YXyre,Don't Stop Me Now,Queen,0.23162134944612287,0.863,"[0.23162134944612287, 0.863]"
TROCLWN128F92EB284,02Y78WneC8bUaKWouKl00v,Fluorescent Adolescent,Arctic Monkeys,0.8187311178247734,0.818,"[0.8187311178247734, 0.818]"
TRWQINA128F9339E57,0gOyllwzM7IvfuYZ903zNv,Buddy Holly,Weezer,0.7764350453172205,0.92,"[0.7764350453172205, 0.92]"
TRXPXGP128F9319B6D,07n8herweO0s6AmVvWGg38,Island in the Sun,Weezer,0.6968781470292044,0.802,"[0.6968781470292044, 0.802]"
TRRKQMW128F9312597,10DvIvSGKXCbAQtWsmJ5TF,Banquet,Bloc Party,0.7613293051359517,0.967,"[0.7613293051359517, 0.967]"
TRFOVTO128F4228CC3,02W3Xt0zd4cXTQ923Cx9Q3,Fortunate Son,Creedence Clearwater Revival,0.45317220543806647,0.761,"[0.45317220543806647, 0.761]"
TRINBYX128E0788920,0x2RFa998GW2SJ0taSn9W6,1979,The Smashing Pumpkins,0.9697885196374622,0.806,"[0.9697885196374622, 0.806]"
TRXCCHH128F429C0A9,0EJHR4yvxC4TdLdbmQ9Ktq,Lonely Day,System of a Down,0.21651560926485397,0.796,"[0.21651560926485397, 0.796]"
TRUFSZX128F9325AAB,04BZpl14RpYqAtSb5ec5kz,Every Breath You Take,The Police,0.4793554884189325,0.788,"[0.4793554884189325, 0.788]"
TRYFESD128F424095C,0F2nGhgFNlkVHm81zNEvW6,How You Remind Me,Nickelback,0.541792547834844,0.763,"[0.541792547834844, 0.763]"
TRGAIDZ128F92EF7A1,0usJ6ywAqqeJx1nQl5SWlP,Don't Speak,No Doubt,0.5760322255790533,0.707,"[0.5760322255790533, 0.707]"
TRRGJNU128F92F42BF,04Z8wWkZ9jUFXIbjs1sgUt,Light My Fire,The Doors,0.526686807653575,0.619,"[0.526686807653575, 0.619]"
TRCBZKH128F4277109,03jhnLcIT8C4DhXnNecOZv,We Will Rock You,Queen,0.49748237663645517,0.44,"[0.49748237663645517, 0.44]"
TRCPPBY128F92F4290,07KHJvlYBeQVqrmifTEqEp,Dream On,Aerosmith,0.17623363544813694,0.528,"[0.17623363544813694, 0.528]"
TRXIBFG128F42A4CFF,1kYq9r2xSLCPbCpb6jvr4V,The Kids Aren't Alright,The Offspring,0.8177240684793555,0.945,"[0.8177240684793555, 0.945]"
TRVKVCD128F42803D8,0EbbQxW5KqDo2lS4Uxtoz5,Everything in Its Right Place,Radiohead,0.06294058408862034,0.451,"[0.06294058408862034, 0.451]"
TRXTJPE128F424981D,0a3cUjyu8R1UC3MyIawZlA,Boys Don't Cry,The Cure,0.6435045317220544,0.837,"[0.6435045317220544, 0.837]"
TROPNWM128F1488325,00JSPaZtV49IMMtmMDqrcX,Just Like Heaven,The Cure,0.7593152064451159,0.975,"[0.7593152064451159, 0.975]"
TRBRRRZ128F930AB47,0jLPZfxVzioMLFVx4dcIy1,One Step Closer,Linkin Park,0.541792547834844,0.969,"[0.541792547834844, 0.969]"
TRGDQFS128F933AD5C,0aeknkZO0MWCdgwlNMypib,Violet Hill,Coldplay,0.10976837865055387,0.587,"[0.10976837865055387, 0.587]"
TRCQJSC12903D00F96,0A5PumFRR67jUbWuzRQOKX,Beautiful Day,U2,0.5035246727089627,0.737,"[0.5035246727089627, 0.737]"
TRXZHUK128F424B8BF,07F7HYI1I8i5JWDhEVWCmm,With or Without You,U2,0.1188318227593152,0.49,"[0.1188318227593152, 0.49]"
TRRGTOV128F425B9D1,0iWMnHtF1EFfRIWTYfx7Wi,I Hate Everything About You,Three Days Grace,0.47734138972809664,0.798,"[0.47734138972809664, 0.798]"
TRRIGXH12903CB17E1,0f9Ux3Lv1GWGHMyyOgGhbC,The Reason,Hoobastank,0.07210473313192346,0.585,"[0.07210473313192346, 0.585]"
TRCRWSN128F4236A4B,11C3oTzP4WJ2UlU3TzHtCK,November Rain,Guns N' Roses,0.27391742195367574,0.679,"[0.27391742195367574, 0.679]"
TRCTRMZ128F92FD9E4,02RLmWWvhxyvQN93obEr24,People Are Strange,The Doors,0.7744209466263847,0.472,"[0.7744209466263847, 0.472]"
TRRXNZP128F422157F,0a31rjLfRD2SG0J0aB7CuG,The Middle,Jimmy Eat World,0.9335347432024169,0.848,"[0.9335347432024169, 0.848]"
TRCTKZT128F421F258,0t7ttzoe3dV0mah4lBI2kx,Gimme Shelter,The Rolling Stones,0.4954682779456193,0.632,"[0.4954682779456193, 0.632]"
TROTLJX128F92FECBB,0BkxuWDGOf8d0m6HG9XmeM,My Hero,Foo Fighters,0.3031218529707955,0.919,"[0.3031218529707955, 0.919]"
TRQBGQI128F4267F9B,0GuQcX8wTe8bUZ72ZncR7m,All Along the Watchtower,Jimi Hendrix,0.5659617321248742,0.787,"[0.5659617321248742, 0.787]"
TRBNYBX128F422EC61,03U2Ypm7VifnymUMQC0CUh,Hey There Delilah,Plain White T's,0.37462235649546827,0.261,"[0.37462235649546827, 0.261]"
TRAAXZC128F9360095,0bgpvcmfscIdN41ZPwHy5H,When the Sun Goes Down,Arctic Monkeys,0.417925478348439,0.868,"[0.417925478348439, 0.868]"
TRLGOOE128F42530B0,00mvg9j0RqyqqwrugBTVPr,Like a Rolling Stone,Bob Dylan,0.5347432024169184,0.717,"[0.5347432024169184, 0.717]"
TRKVHUM128F4241E3E,042wAFeo5OJweqkEom50sN,The House of the Rising Sun,The Animals,0.29204431017119836,0.563,"[0.29204431017119836, 0.563]"
TRBBVGN128F931CBE4,2Cy21RP95WjKPXjS343LoK,Come Together,The Beatles,0.36757301107754276,0.747,"[0.36757301107754276, 0.747]"
TRSJJWD128F930EAD7,18lR4BzEs7e3qzc0KVkTpU,What I've Done,Linkin Park,0.28902316213494456,0.93,"[0.28902316213494456, 0.93]"
TRDMUWU128E078EDDB,13noTim30TG19L0rg9fa9k,Dumb,Nirvana,0.8519637462235649,0.405,"[0.8519637462235649, 0.405]"
TRGTHCA128E0782187,11GmOZfxH6ENa1Q2pFVno8,Airbag,Radiohead,0.6314199395770392,0.89,"[0.6314199395770392, 0.89]"
TRDBEXV128F42A4ABC,0EYOdF5FCkgOJJla8DI2Md,B.Y.O.B.,System of a Down,0.7160120845921449,0.981,"[0.7160120845921449, 0.981]"
TRFOWKL12903CB3227,01EiSKCrmQvNWWn0bt13eR,Sympathy for the Devil,The Rolling Stones,0.8398791540785497,0.874,"[0.8398791540785497, 0.874]"
TRILDGP128F42668BC,00b8rIJGgj2V9L0iGMwPvY,Alive,Pearl Jam,0.5438066465256798,0.825,"[0.5438066465256798, 0.825]"
TRXHJXZ128F423A18E,0PHVHKVy87eLKx3UJ6KwC0,Immigrant Song,Led Zeppelin,0.6132930513595166,0.926,"[0.6132930513595166, 0.926]"
TRARTEH128F423DBC1,6dsq7Nt5mIFzvm5kIYNORy,15 Step,Radiohead,0.8529707955689828,0.853,"[0.8529707955689828, 0.853]"
TRUDYJT12903CCCC61,0vFOzaXqZHahrZp6enQwQb,Money,Pink Floyd,0.7905337361530715,0.536,"[0.7905337361530715, 0.536]"
TRLKCAU128F934E9D9,2egIbgsH3SU7O52AmT0sAn,Loser,Beck,0.8338368580060422,0.621,"[0.8338368580060422, 0.621]"
TRLMSAQ128F92E2532,28YZkdihqt3e37t1IcqJIu,Let It Be,The Beatles,0.5075528700906344,0.186,"[0.5075528700906344, 0.186]"
TRCRNBX128F9308D20,0e9kNyQTDcmkGEQ0bT3t8W,Dancing Shoes,Arctic Monkeys,0.8811681772406847,0.888,"[0.8811681772406847, 0.888]"
TROLXYT12903D0708D,02RYVyQZ0V1iA5PWvsyTYE,Eye of the Tiger,Survivor,0.6223564954682779,0.719,"[0.6223564954682779, 0.719]"
TRRGBWT128F4274A56,01OTQZCspr2Y2HRpq9mr7N,Drive,Incubus,0.6656596173212488,0.835,"[0.6656596173212488, 0.835]"
TRYALRP128F92F521E,0m9h2rgCymn7kreQoNKwD8,Aerials,System of a Down,0.25579053373615307,0.924,"[0.25579053373615307, 0.924]"
TRUGBPO128F92ECC3A,51ygW389BW4Dut3B69pSwc,All I Need,Radiohead,0.09728096676737161,0.477,"[0.09728096676737161, 0.477]"
TRJDZYA128F4264734,03oqHD54qPifkz9g1ttyAH,Ace of Spades,Motörhead,0.15206445115810674,0.992,"[0.15206445115810674, 0.992]"
TRCVXOW12903CE3516,04vDgEsrtJPjUiUT9bbOV5,Ruby,Kaiser Chiefs,0.4803625377643504,0.933,"[0.4803625377643504, 0.933]"
TRCUFYM12903CC389B,0cbj0DM7lfCr4uH4dULU4u,1901,Phoenix,0.7270896273917421,0.833,"[0.7270896273917421, 0.833]"
TRUDPNV12903CB0572,03Z8RmEoNzAbmxTM59m336,Sunshine of Your Love,Cream,0.7391742195367572,0.594,"[0.7391742195367572, 0.594]"
TRDDCSY128F92EA721,1jSTY53KABmpgTYewdAcqo,Beat It,Michael Jackson,0.919436052366566,0.792,"[0.919436052366566, 0.792]"
TRXGEOD128F9310F1B,07UAWg4NoxMomSTPcg1BGC,(I Can't Get No) Satisfaction,The Rolling Stones,0.9305135951661632,0.902,"[0.9305135951661632, 0.902]"
TRUTLBV128F4263993,0ObiMSbGfNfR2AoZ0Bgap2,Better Together,Jack Johnson,0.6777442094662639,0.343,"[0.6777442094662639, 0.343]"
TRADJEA128F9322AA5,0EorNL6AhJkrR2h4IltoaQ,Crawling,Linkin Park,0.30110775427995967,0.702,"[0.30110775427995967, 0.702]"
TRTVBCS128F92FC322,02Xy4ARa1RGnE2E0QOKrfa,More Than a Feeling,Boston,0.3937562940584089,0.596,"[0.3937562940584089, 0.596]"
TRWVOJJ12903CCC654,0ftNFLfm5CaVQtJCK0w2L5,My Immortal,Evanescence,0.07119838872104733,0.285,"[0.07119838872104733, 0.285]"
TRFNMWD128F930CD13,0CSjOhfM2AGKuLlMx1SQ69,Closer,Kings of Leon,0.23665659617321247,0.768,"[0.23665659617321247, 0.768]"
TRGAYVX128F42690AD,1hBVxV5SOoZsci42lFOOss,Let Down,Radiohead,0.14602215508559918,0.674,"[0.14602215508559918, 0.674]"
TRIMAIK128F14AFBE5,2HbVINmehEbPmjlcueXEJJ,All My Life,Foo Fighters,0.6717019133937563,0.599,"[0.6717019133937563, 0.599]"
TRFNBSB128F932AC25,0ACgaYAsSVUSQHJtMcRWRl,Paradise,Coldplay,0.18831822759315206,0.559,"[0.18831822759315206, 0.559]"
TRIPQLR128F93094C4,06CKy0TlZP1gjcXZK8VhvZ,Human,The Killers,0.5639476334340383,0.859,"[0.5639476334340383, 0.859]"
TRALASU128F9319112,0ngCazpXcGnEVmfM28TiIU,Yesterday,The Beatles,0.23162134944612287,0.0781,"[0.23162134944612287, 0.0781]"
TRRJXQO128F42581B4,1B5KN9mubQY65Xad38J4oI,Maps,Yeah Yeah Yeahs,0.25478348439073517,0.935,"[0.25478348439073517, 0.935]"
TRRUOJE128F931C966,0rvRs0ggyGWRp7ygw7Zi0S,Reckoner,Radiohead,0.23867069486404832,0.632,"[0.23867069486404832, 0.632]"
TRCTFWI128F930FE9A,0ywRTFowHoc8gQxafF6uRt,What You Know,Two Door Cinema Club,0.7905337361530715,0.735,"[0.7905337361530715, 0.735]"
TRFOWYR12903CA46E4,01tFpbYAKvX1x1msvTstC7,Smoke on the Water,Deep Purple,0.8348439073514602,0.45,"[0.8348439073514602, 0.45]"
TRCRDWS128F92D1A2F,0X1dFlfmp3FbC4Co29gtP2,Talk,Coldplay,0.13997985901309165,0.674,"[0.13997985901309165, 0.674]"
TRYNFDF12903CBCCF6,0hCB0YR03f6AmQaHbwWDe8,Whole Lotta Love,Led Zeppelin,0.42497482376636453,0.902,"[0.42497482376636453, 0.902]"
TRRNKKU128EF3435E1,0vQXXGyeaxDLJmcnbBI4TO,What's My Age Again?,blink-182,0.49848942598187307,0.946,"[0.49848942598187307, 0.946]"
TRIMBSF128F92FDD26,0SjhCnjTT2bXD9RtU8bFT9,Last Resort,Papa Roach,0.7371601208459214,0.894,"[0.7371601208459214, 0.894]"
TROHAZZ128F4267B10,02nMdFiUg3FKEjJCVs8MsL,Hallelujah,Jeff Buckley,0.08962739174219536,0.146,"[0.08962739174219536, 0.146]"
TRHHSUX128F932E546,1frWqD5oqa1mukQJKYyzqn,Bodysnatchers,Radiohead,0.7170191339375629,0.979,"[0.7170191339375629, 0.979]"
TRFSAXM128F931B0C4,02c7EvN1M0smnya7mg8bVo,Iron Man,Black Sabbath,0.5035246727089627,0.824,"[0.5035246727089627, 0.824]"
